Protein_Accession,Gene_Name,Protein_Descriptions,Protein_Name,Number_Unique_Peptides,NR_1.Post_1,NR_1.Pre_2,NR_2.Post_3,NR_2.Pre_4,R_16.Post_5,R_16.Pre_6,R_17.Post_7.,R_17.Pre_8,NR_3.Post_9,NR_3.Pre_10,R_18.Post_11,R_18.Pre_12,R_19.Post_13,R_19.Pre_14,R_20.Post_15,R_20.Pre_16,R_21.Post_17,R_21.Pre_18,R_22.Post_19,R_22.Pre_20,NR_5.Post_21,NR_5.Pre_22,R_23.Post_23,R_23.Pre_24,R_24.Post_25,R_24.Pre_26,NR_6.Post_27,NR_6.Pre_28,R_25.Post_29,R_25.Pre_30,NR_7.Post_31,NR_7.Pre_32,NR_8.Post_33,NR_8.Pre_34,R_29.Post_35,R_29.Pre_36,NR_12.Post_37,NR_12.Pre_38,R_30.Post_39,R_30.Pre_40,NR_13.Post_41,NR_13.Pre_42,NR_14.Post_43,NR_14.Pre_44,NR_15.Post_45,NR_15.Pre_46,R_26.Post_47,R_26.Pre_48,R_28.Post_49,R_28.Pre_50,NR_10.Post_51,NR_10.Pre_52,NR_11.Post_53,NR_11.Pre_54
Q6KB66,KRT80,"Keratin, type II cytoskeletal 80",K2C80_HUMAN,7,11145.62012,2720.943848,15672.57715,1311.550903,907.3381958,5072.253906,10542.18066,7013.72168,1988.669556,7107.692383,444.4710999,1560.885254,6737.748047,1922.907715,969.8704224,1493.120728,1009.249207,3269.772949,7622.070801,2233.567627,785.980957,30958.48633,2936.886475,1044.017212,38729.23047,15851.54492,5062.811523,3041.654785,9045.859375,6602.265137,1147.769531,486.5660706,3382.582275,1012.947876,4129.740234,787.9762573,3034.876465,1370.986938,2395.552246,1226.164307,3340.642334,11625.09766,16014.01367,3383.665039,1980.621094,5199.20166,8338.241211,4320.503906,46204.8125,756.2061768,1840.900879,16745.64063,1518.381714,935.6472778
Q7L1Q6,BZW1,Basic leucine zipper and W2 domain-containing protein 1,BZW1_HUMAN,7,6885.541992,5872.244629,1039.279053,2760.874268,3017.351074,11427.99023,10809.26074,13091.17188,4742.211914,8695.182617,2841.63623,4290.05957,6988.789063,1405.393188,2663.744629,5740.989258,7810.918457,8069.055664,6651.271484,9359.113281,2306.169922,7196.272949,6715.484375,10243.28613,4654.948242,3779.954346,8923.880859,7594.995605,6020.494141,12792.0293,1651.771362,1797.46875,9451.782227,1945.500122,4395.631836,2489.331055,1536.856445,2116.310303,6239.953613,7369.067383,4879.782227,4822.648438,6692.304688,7140.399414,6313.088379,10762.56348,3938.265381,7415.019043,14271.77344,2906.787109,5074.14209,20272.75586,1956.239746,4367.438477
Q9BWS9,CHID1,Chitinase domain-containing protein 1,CHID1_HUMAN,5,4352.994629,5543.70752,3873.290771,2647.099609,4122.766113,10412.2002,13967.52344,11848.42969,7733.865723,9162.123047,1702.326782,5831.952637,16757.08008,7126.951172,4743.959961,3545.99707,3138.398926,4727.873047,14244.01855,12264.81641,3043.973145,5425.203613,9552.09375,7996.081543,4838.691406,5428.523926,10857.23633,5355.930664,3400.776367,10765.22656,1000.139526,1387.896118,5776.464844,2509.916748,3695.0979,873.5457764,9364.612305,7253.442871,4092.796631,3404.938232,5586.819824,8337.307617,2339.690186,6383.254883,5331.551758,4075.218262,4131.314453,4106.758789,4132.355469,5275.567871,3826.176758,22943.0918,4188.546387,4062.894531
Q3LXA3,TKFC,Triokinase/FMN cyclase,TKFC_HUMAN,10,5064.841797,6816.086914,1025.892212,2523.618408,4797.759766,13703.74902,6340.615234,8447.588867,4614.308105,7572.070313,2329.700684,4674.808594,8663.833984,3405.312012,10051.00781,8357.587891,8574.717773,7717.904785,5204.270996,10286.98047,3214.91333,3261.20459,7454.330078,10927.25977,1333.321289,1705.710205,8929.623047,9348.397461,3537.134277,12672.69141,1404.464111,2204.096924,6236.775391,3279.614014,4901.730957,3465.076172,3269.035889,7181.894531,7078.114258,7459.852539,6057.935547,3656.18457,2028.871338,5436.371094,9799.522461,14718.23633,3957.141357,8553.072266,4758.609375,3517.679688,7033.6875,20273.91797,1595.66687,4287.723145
Q9UL16,CFAP45,Cilia- and flagella-associated protein 45,CFA45_HUMAN,4,5986.329102,13323.9668,757.5863037,983.7384644,15292.92188,23071.02344,18021.73047,19329.67578,18449.7168,16958.25195,2156.955566,3022.920654,12702.09766,2607.199707,6828.029785,12019.22168,6787.345703,12074.56348,2940.299561,7105.910645,768.3527222,2952.73999,4594.650879,5472.211914,1095.531738,567.6789551,7727.992676,8873.835938,2268.857666,4039.022705,1710.989624,2026.162598,2075.088135,629.7542114,3373.520508,4926.450684,1879.990967,6239.52002,8677.482422,7945.371582,1951.000366,3292.954346,2093.965576,3631.061523,12075.79883,6797.11084,4382.658691,4563.847168,1432.526367,1407.577881,6495.71582,9148.765625,1254.345093,2337.53125
Q92734,TFG,Protein TFG,TFG_HUMAN,2,5333.867188,7788.779785,2379.692383,2431.223633,2973.719482,17936.6543,8429.999023,9223.71582,5239.662109,14554.87109,7402.972168,6992.327637,6602.160645,3875.759521,6503.492188,8748.939453,8114.935059,6304.716797,6400.956055,9612.47168,4009.725342,11556.93555,6017.181641,10820.19629,3789.971436,3719.289551,9212.265625,7099.136719,5151.112305,7935.20752,2906.214111,974.7129517,7921.127441,3190.356445,5719.871582,5059.505859,895.1137085,1454.888672,764.3031006,4477.776855,4593.057129,5589.358398,4999.473145,5156.644043,7008.483887,8889.138672,2628.845703,6646.16748,8857.763672,3718.064209,5125.808594,12946.8291,1684.584106,4225.194336
Q9UKK9,NUDT5,ADP-sugar pyrophosphatase,NUDT5_HUMAN,7,4724.320313,6510.975586,2276.369873,3048.187256,2066.642822,13730.58105,9160.540039,9703.141602,3915.72876,9489.926758,3648.967773,4717.970215,6445.46875,3089.84375,5170.57373,5287.128418,8744.055664,7615.589355,5046.720215,8774.223633,2499.840576,3212.108398,7543.395996,8881.142578,3918.502197,2819.536133,9325.443359,8005.515137,4522.585449,15625.42578,2180.434326,2929.002441,6026.6875,3480.95459,4369.290039,4406.648438,2953.072998,3200.64624,4850.493164,6890.583984,5568.65625,5963.980469,4409.775879,5429.891113,8080.331543,10022.20508,4134.19043,7235.694336,9262.510742,4320.565918,8491.03418,17738.63086,2547.448242,2986.327881
Q86WT1,TTC30A,Tetratricopeptide repeat protein 30A,TT30A_HUMAN,10,5330.472656,11489.00488,766.9260254,1740.421021,4298.576172,12614.66992,24760.63672,10960.76563,8303.669922,9913.711914,736.1397095,1981.928833,8558.392578,1715.520264,4557.54541,8324.820313,4911.54541,15065.95605,7402.070801,8122.64502,715.8416748,1205.447998,10009.75781,11104.35449,960.3998413,1020.229187,12557.80176,8713.358398,1939.640625,5013.65918,1250.028442,2030.975952,1661.810913,1717.457397,6027.707031,1554.281494,2416.723633,3318.85498,6789.082031,7231.89209,6387.481445,2699.99292,2118.585449,7342.771484,8975.575195,9403.50293,9083.87793,12502.7207,2717.129639,1431.790161,12299.81641,14033.84766,3873.464111,3458.334473
P61225,RAP2B,Ras-related protein Rap-2b,RAP2B_HUMAN,4,5315.339844,6364.514648,1468.476807,2568.978516,2771.078857,4355.887207,13057.09961,10747.86816,7942.354492,15382.81934,4248.544434,2939.021973,7548.020508,3276.659668,2130.108154,3934.672119,5356.350098,6372.057129,4598.297852,12119.7168,3911.689209,12367.05469,5611.762695,12600.38184,3592.97168,2673.799072,7799.299316,7042.32959,3927.36792,12212.49512,3042.290039,1892.824341,11027.82813,2189.018555,4584.979492,5668.868652,2325.366455,2482.192383,5373.393066,8209.124023,3690.595215,6386.198242,5404.974121,8836.744141,6385.990723,7348.896973,4922.725098,9185.753906,12367.75879,2116.458984,6208.665039,16836.72461,2035.14624,3196.639648
P17096,HMGA1,High mobility group protein HMG-I/HMG-Y,HMGA1_HUMAN,4,5813.388672,3104.308838,10633.78418,2002.109985,3414.49292,22785.59375,15403.10645,20416.0957,20025.71484,12401.9502,4558.707031,2037.600952,6292.952637,9112.009766,7069.578125,7604.368164,9214.077148,3299.46582,3813.590576,9255.557617,1358.904907,8629.740234,5091.856934,10434.71094,3877.989746,6846.48877,7819.688477,5776.865234,7610.918945,12746.58887,2046.568115,2794.046631,9519.723633,1059.694336,2561.960693,5824.824219,1261.307861,4047.530518,3988.164551,4565.708496,3987.416748,4788.988281,2943.2229,4014.916748,3252.46167,3564.928467,4418.489258,5839.152832,8208.919922,1746.849243,2510.250244,2620.445068,972.9259033,5956.942383
P62495,ETF1,Eukaryotic peptide chain release factor subunit 1,ERF1_HUMAN,4,5464.180176,5071.773926,1474.622192,4106.363281,4003.314209,11077.95703,10546.87988,9762.507813,5198.808105,11165.30762,5414.516113,3876.824219,7575.597656,4164.22168,5040.734863,5809.66748,7195.243164,5932.813477,3869.066895,9214.638672,3825.030518,8611.59082,5862.288086,8736.282227,4653.574219,3233.166504,8208.553711,8601.779297,3254.083496,12062.3623,1373.796631,1911.95813,7785.785645,2918.760498,4610.078613,4368.766113,1546.395996,4458.005371,5178.161133,5224.953613,6289.811035,3849.10083,4490.717773,6296.115723,6679.617188,9058.974609,3172.224121,8024.175293,14207.54102,2800.824951,4457.563965,21210.1543,2694.345459,4547.284668
Q96P63,SERPINB12,Serpin B12,SPB12_HUMAN,4,17330.29492,7527.356934,23220.34961,1767.282104,1600.9646,5492.191895,10084.18555,14941.85059,1925.747437,5539.288574,580.7884521,2644.74707,4494.891113,1399.316772,1271.525391,1256.560913,751.0506592,2091.562744,9210.491211,1183.155151,935.6021729,7446.529785,4360.216797,1594.269165,39138.41406,17407.58008,8234.945313,7574.918457,18102.88867,11740.34277,1065.263916,889.7396851,6121.376953,1555.603394,6300.657227,485.065979,2629.4021,1834.941162,4463.982422,2106.544922,3635.652832,7716.404785,13045.93359,9832.791016,2179.916016,9295.401367,8943.451172,8986.661133,4490.898926,1090.128906,2074.466309,16599.83203,2354.238037,553.802063
P46459,NSF,Vesicle-fusing ATPase,NSF_HUMAN,15,5244.596191,6122.404785,1416.734253,3207.583252,2673.650146,10384.13574,10731.54004,10491.10352,7223.376953,11441.64648,2685.894775,4190.682617,7732.541016,3591.407715,4292.414063,6266.445313,5493.043457,7087.942383,4682.353027,10543.33203,3219.685547,8452.84375,5493.027344,8164.339355,4458.52002,2818.00293,8323.758789,8030.149902,3441.636719,10673.70703,2138.627441,2233.906494,7051.023438,2107.034668,5106.317871,3265.970703,2643.260254,4131.91748,4307.751465,5840.134277,4960.432129,4676.414063,4177.505859,7113.017578,8388.319336,9656.182617,4441.54541,7487.425781,11055.52539,2096.32959,5334.141602,19834.29102,2255.372314,4944.882324
O43768,ENSA,Alpha-endosulfine,ENSA_HUMAN,3,3403.684326,4363.043457,1329.475098,2126.261963,7782.532715,10747.31738,6259.65625,7419.870117,11219.02344,18763.40625,1207.528687,5512.621094,11674.96484,4891.793945,12163.25098,11755.45898,4138.341309,5260.877441,3568.00293,5609.380371,533.8591309,7411.936523,5331.216309,12008.68652,2048.073242,4051.996826,7093.295898,7746.207031,4007.615723,6831.463867,671.7127686,1073.192383,6858.427734,543.571106,5310.228516,5170.069336,5237.009766,11690.08203,5320.562012,7242.373535,4116.901367,8938.06543,3821.35376,4452.894531,13442.99512,8313.899414,2904.634033,5144.930176,5191.528809,3605.787109,2745.932373,7299.746582,491.7655945,4733.29248
O95571,ETHE1,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1_HUMAN,2,8714.810547,2492.195557,3780.11084,5897.963867,4752.584473,14831.06055,14056.76563,6604.315918,6651.235352,16505.51953,291.8277588,3308.819824,12494.69629,5285.301758,3907.221436,4012.468506,1052.224487,8971.227539,4980.11377,10358.93262,4008.147949,30793.74023,1455.531738,10720.13867,7307.240234,5173.356934,4014.765869,6380.305664,1667.992554,3252.848633,469.1864014,529.1791382,7391.532715,1085.228149,2940.043945,428.3096924,1006.821106,2179.85791,2141.5271,5844.508301,1796.443848,8767.404297,13103.55859,6580.008301,4475.846191,3611.972412,2420.369873,10635.63965,22611.34375,1474.125366,3144.856934,12951.22559,276.7174072,4359.028809
P32320,CDA,Cytidine deaminase,CDD_HUMAN,5,5504.331055,8439.375,1754.119507,4451.937988,7290.337402,4188.133301,10936.01855,5724.401855,6113.266113,9019.519531,9415.761719,4509.672852,7356.841797,5809.166504,5346.871582,3811.930664,6787.89502,1541.709961,5776.695313,1519.051147,14711.35645,18464.8418,2934.096436,1873.395508,9096.003906,6263.502441,2367.800537,1060.409668,2335.580078,29855.58203,2459.814209,1492.3573,16396.81836,6425.288086,5272.868164,7941.010254,3627.390625,3607.330811,3868.611328,2692.207031,2046.329468,7405.679688,1482.675781,2426.80542,7397.593262,1842.268677,4959.113281,2028.955933,6906.099121,2928.867188,4757.160645,8661.540039,1915.199829,3154.606689
P08473,MME,Neprilysin,NEP_HUMAN,5,1752.166992,6604.484375,372.7235718,1414.171265,8443.936523,5745.425781,15767.05371,13414.26367,10064.48047,9852.25,1228.81897,2301.502686,5376.424316,849.519104,4953.857422,6546.083496,3566.928467,7469.033203,4967.544434,12263.6084,3198.851563,4534.307617,3431.151123,11063.97168,1993.094849,1996.705566,11119.14355,8970.744141,3168.641113,11155.19922,3811.54834,3620.762939,3501.331299,1394.027832,2992.693604,4940.501465,6028.910645,6110.047852,3521.775879,3922.834961,4379.016113,3789.944824,3873.915771,7217.360352,13295.94434,10109.12598,5913.96875,12021.78906,7082.677246,1663.325806,4684.045898,8785.151367,895.2423096,3795.24707
Q16531,DDB1,DNA damage-binding protein 1,DDB1_HUMAN,14,6833.921875,6794.401855,2011.098633,2199.010742,2329.409424,15209.53516,11430.37305,12011.28125,3085.789551,7769.248535,4036.813477,3725.116455,4477.649902,2664.95459,3237.751709,4366.382813,11313.13965,6314.742676,5433.143555,11580.73926,2402.875488,5470.379395,6373.132324,9495.981445,5243.712402,4101.86377,7578.95459,7878.221191,4451.537598,12633.22656,2132.743408,1666.839844,10866.50293,2843.8125,2969.16748,3707.091309,1565.165283,3133.868408,4654.277832,5008.790527,4693.070313,4794.547852,3282.012695,7121.292969,6014.928223,9582.105469,4310.112793,8689.107422,14647.125,3661.123047,6924.311035,18197.33594,2081.650879,3407.83667
Q9NQ48,LZTFL1,Leucine zipper transcription factor-like protein 1,LZTL1_HUMAN,11,2491.973633,7709.32373,549.9326782,684.4133301,7898.80957,16539.52148,10712.64648,9814.607422,11130.53711,17707.1875,3386.406982,6596.237305,11636.4541,1575.925171,12716.56055,13012.35059,6679.339355,10365.09473,3329.346436,6006.478027,752.100708,1612.539185,6799.577637,9217.638672,601.7915649,464.1598511,6588.257813,6656.259766,2234.167969,7053.314941,770.6048584,968.3945923,2479.886475,495.9674377,5463.707031,5430.61377,5149.957031,10319.27148,5768.781738,7256.101563,3485.978027,3142.157715,1219.078369,3563.215332,12941.37891,11645.50879,5107.649414,5198.260742,1426.049927,2048.90918,7896.035645,14772.87988,527.7039795,5110.497559
P48735,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial",IDHP_HUMAN,10,5135.216309,4476.538086,2318.645996,2175.74292,1707.495239,16949.66016,13893.41406,6188.360352,4369.234863,8926.25,8846.303711,1705.391235,7765.728516,3552.758545,1710.712524,3322.267822,3828.358398,4441.291016,4862.424316,6929.077637,3756.47168,22410.89844,2491.093262,3338.172852,16916.50781,8322.46875,3420.629639,3760.937744,2161.302979,5580.375,938.2128906,1173.672485,16291.37109,1148.496338,2804.187744,2604.936279,1301.505005,3103.908691,1766.373535,3131.177246,1710.800415,5557.762695,6025.844238,4377.246582,2519.878418,4434.37207,2766.515625,4121.334473,38440.59766,3864.425049,3781.337402,23062.04297,941.6112061,3498.825684
Q04446,GBE1,"1,4-alpha-glucan-branching enzyme",GLGB_HUMAN,14,5249.455078,8290.013672,1385.490112,2929.006348,3389.828369,8249.887695,12082.21777,10802.36914,4311.989258,10191.89453,4324.437988,3869.998047,5515.901855,4244.223633,4300.004883,4085.871094,10057.73633,3351.873779,6966.803223,8298.37793,6035.123047,6856.849121,4343.596191,6635.110352,4606.041016,4878.629395,5938.918945,6315.745605,3475.90918,19498.69336,3915.243164,3584.595703,11598.04492,3558.448242,4016.869873,5548.371094,2361.673096,4274.98291,4025.432129,4915.589355,3564.525879,5481.205078,3004.758545,5293.865723,6184.550293,6442.103027,3987.382813,5817.472168,12958.84863,3470.333252,6448.294434,15635.0957,2534.714355,3544.935791
P42766,RPL35,60S ribosomal protein L35,RL35_HUMAN,3,3391.429443,2725.570068,2431.837891,3064.42041,2300.299805,11572.88672,8245.181641,12107.52051,3547.431396,14609.11914,4574.274414,1794.428467,6375.395996,578.2077026,2522.541992,3274.698242,9717.423828,8211.255859,3894.245117,13132.28418,1604.551025,17141.14844,4743.101563,20977.08203,6188.675781,3204.766602,6427.084961,8723.123047,3271.155762,6302.775879,680.6074219,1005.268066,9692.943359,697.2131958,2685.860352,6011.147949,676.7127686,5091.760254,2326.935059,4713.181152,5376.166016,4331.477051,9319.557617,7403.331055,3754.844482,10512.62109,3602.153564,7215.742188,15112.60059,2226.327393,7196.222168,17617.43359,2156.077881,5075.84375
Q8NBQ5,HSD17B11,Estradiol 17-beta-dehydrogenase 11,DHB11_HUMAN,7,4188.888184,3615.342285,1790.538696,3358.052002,1401.08728,8389.924805,15828.54102,9714.956055,3391.797852,11171.66602,4088.544189,1954.000244,5328.268066,3000.296387,1400.036133,1446.920166,2292.963135,7104.203613,3433.611572,7715.597656,3138.675781,16789.76953,3124.034912,10999.00488,4851.786621,4272.211914,4743.589355,5438.589355,1012.570801,2828.434326,1800.253174,1068.259399,15829.57715,659.9922485,4419.547363,3854.760742,756.0823975,2107.083496,2675.40625,5471.982422,1750.747314,5901.320313,10953.93945,5940.461426,3337.016846,4719.226563,5246.77002,11240.52344,30397.62305,2325.889893,4117.309082,35816.82813,1180.480469,3038.067871
Q99798,ACO2,"Aconitate hydratase, mitochondrial",ACON_HUMAN,9,4093.555908,2075.780762,2761.57666,2492.490479,3668.469238,22299.58789,8914.573242,7463.035156,4441.571289,13570.01465,6977.762695,3093.594238,8023.599121,3371.272705,3905.265869,6011.730469,3782.064209,6222.279785,4225.665527,8861.882813,1644.974854,20042.79102,3765.098389,4909.487305,6241.290527,2679.701172,3099.078125,5198.293457,3107.851563,6815.674316,1107.404541,926.5928345,9083.421875,978.3962402,2272.699463,2907.94873,1365.494751,2735.019775,1720.411011,2790.567627,2097.361328,8848.59375,9504.459961,4982.256348,4072.309082,3429.653564,2414.375732,9073.736328,29599.69336,1683.579224,2803.104492,26160.23633,1015.619019,4137.643555
Q16706,MAN2A1,Alpha-mannosidase 2,MA2A1_HUMAN,14,4986.863281,3256.085449,3300.183838,2763.958496,3166.391602,5733.221191,9415.34668,11058.04297,5731.284668,7336.23291,1161.690796,6456.837891,7406.905273,5029.318359,4253.49707,4052.030518,6586.467285,8426.839844,10281.3623,7913.273438,3308.657959,2890.458252,6484.34375,6600.364258,2424.690918,2932.299072,8137.849609,8381.634766,5259.635254,15838.55957,3103.494385,4449.959473,5580.957031,4414.78418,4408.038574,1921.826782,4026.728516,4922.225098,4365.222168,5733.15332,6350.02832,12293.74219,3665.983154,4039.566406,7122.669434,9676.073242,5207.662598,7603.967773,5675.961914,6429.438965,7232.624512,19005.38672,3877.195801,3992.218018
Q96C74,ROPN1L,Ropporin-1-like protein,ROP1L_HUMAN,5,4627.809082,13926.03223,342.1268921,635.8823242,14043.78906,21509.57227,13931.77539,13109.40039,19474.18945,16822.86914,428.1489868,3257.38501,9658.608398,2403.731934,8331.023438,10374.69434,7398.352539,14361.17676,4196.592285,6470.625488,292.740509,996.7537231,5695.556641,5086.532227,404.6386414,339.4304504,5292.888672,6072.435059,2167.132813,4094.861816,1336.765259,928.1818237,1667.928589,331.5588989,4234.609375,2556.640381,1752.255615,6179.652832,8923.192383,10108.67383,3028.991455,2344.695313,358.8448486,3474.369385,14364.00098,11810.20898,4184.578125,4554.089355,944.0445557,427.6528015,9409.083008,9429.865234,1320.122925,3653.181396
Q15286,RAB35,Ras-related protein Rab-35,RAB35_HUMAN,9,4622.03125,7366.798828,1364.007935,2289.429932,1355.62146,7835.132813,15872.95508,12878.13965,4729.796875,8276.753906,2078.449707,2695.160156,7717.640137,1857.68811,3673.749023,3867.41333,6207.69043,12405.0752,6174.945801,8423.423828,1990.12854,3280.167725,6961.605957,10960.5332,2457.151367,1436.511719,11577.0166,6919.864258,5012.533203,11946.64453,1914.33374,3390.473633,5893.514648,2399.552002,3736.231689,3555.340576,3970.956299,5053.656738,6904.513184,6912.23877,4747.26709,4381.876953,3106.947266,7703.570801,9547.366211,12088.47852,5439.92041,7835.066895,8575.279297,2722.300293,8117.946289,15645.65234,4073.455078,3417.507324
P24593,IGFBP5,Insulin-like growth factor-binding protein 5,IBP5_HUMAN,4,3075.849121,3485.563965,1452.913452,2951.245117,8066.780762,9145.461914,8374.304688,7683.441406,7451.321289,12968.02246,1514.26123,4102.421875,8748.549805,1607.787964,17379.52734,8017.328125,6657.344727,16001.99414,4109.571289,6337.428223,2041.561768,948.7885132,13933.54883,18510.22852,1326.27478,570.1847534,15233.82031,7771.087891,3594.448242,13440.86914,599.9525146,1694.59668,2499.832031,7084.087402,2839.587158,1596.682251,5392.00293,4578.722168,8538.885742,4309.405273,1973.743042,4593.765625,936.8032227,5203.699219,8368.443359,6404.011719,2873.971924,6390.874512,992.1729736,2809.651367,5838.074219,19913.79883,2292.035889,1581.797241
